pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019/3/20 20:17,2019/3/20 20:23,1,0.94,6,1.47,0,11.27,yellow,credit card,Murray Hill,Union Sq,Manhattan,Manhattan
2019/3/14 5:21,2019/3/14 5:49,1,17.85,52,12.21,5.76,73.27,yellow,credit card,JFK Airport,Greenwich Village North,Queens,Manhattan
2019/3/14 12:17,2019/3/14 12:38,1,2,14,3.46,0,20.76,yellow,credit card,Sutton Place/Turtle Bay North,Midtown South,Manhattan,Manhattan
2019/3/6 13:07,2019/3/6 13:14,1,0.6,5.5,0,0,8.8,yellow,credit card,Meatpacking/West Village West,Greenwich Village South,Manhattan,Manhattan
2019/3/18 15:16,2019/3/18 15:32,2,3.65,14.5,3.66,0,21.96,yellow,credit card,Financial District North,Cobble Hill,Manhattan,Brooklyn
2019/3/19 14:40,2019/3/19 14:59,3,1.8,12.5,2,0,17.8,yellow,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan
2019/3/21 19:10,2019/3/21 19:19,1,0.8,7.5,2.35,0,14.15,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
2019/3/29 15:58,2019/3/29 16:33,2,3.5,22,0,0,25.3,yellow,cash,East Chelsea,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/6 13:26,2019/3/6 14:06,2,8.3,34,10,5.76,53.06,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan
2019/3/9 13:37,2019/3/9 13:47,1,1.69,8.5,0,0,11.8,yellow,cash,Central Park,Upper West Side South,Manhattan,Manhattan
2019/3/28 7:42,2019/3/28 7:45,1,0.6,4.5,1.55,0,9.35,yellow,credit card,Sutton Place/Turtle Bay North,Midtown East,Manhattan,Manhattan
2019/3/14 17:09,2019/3/14 17:29,1,1.7,13.5,4.45,0,22.25,yellow,credit card,Lincoln Square East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/5 12:07,2019/3/5 12:15,2,1.09,7,3,0,13.3,yellow,credit card,Sutton Place/Turtle Bay North,Upper East Side South,Manhattan,Manhattan
2019/3/23 19:37,2019/3/23 19:55,3,5.02,17.5,0,0,20.8,yellow,cash,East Harlem South,Gramercy,Manhattan,Manhattan
2019/3/28 20:25,2019/3/28 20:34,1,1.38,7.5,0,0,11.3,yellow,cash,Midtown South,Clinton East,Manhattan,Manhattan
2019/3/16 14:30,2019/3/16 14:35,1,1.1,6,1.85,0,11.15,yellow,credit card,TriBeCa/Civic Center,West Village,Manhattan,Manhattan
2019/3/6 18:30,2019/3/6 18:33,1,0.53,4.5,2.2,0,11,yellow,credit card,Hudson Sq,West Village,Manhattan,Manhattan
2019/3/19 14:01,2019/3/19 14:30,3,7.04,26,0,0,29.3,yellow,cash,Financial District South,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/1 4:19,2019/3/1 4:23,1,0.84,5,0.5,0,9.3,yellow,credit card,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan
2019/3/7 15:16,2019/3/7 15:41,1,2.54,16,2.9,0,22.2,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan
2019/3/23 18:38,2019/3/23 18:58,1,5.2,18.5,0,0,21.8,yellow,cash,Astoria,Upper West Side South,Queens,Manhattan
2019/3/6 19:08,2019/3/6 19:53,1,18.3,52,0,5.76,65.56,yellow,cash,JFK Airport,Times Sq/Theatre District,Queens,Manhattan
2019/3/5 13:35,2019/3/5 14:05,1,15.79,52,8,5.76,66.56,yellow,credit card,Long Island City/Hunters Point,JFK Airport,Queens,Queens
2019/3/29 20:48,2019/3/29 21:12,1,5.47,20,3.57,0,29.32,yellow,credit card,Long Island City/Hunters Point,Upper West Side South,Queens,Manhattan
2019/3/1 7:35,2019/3/1 7:44,1,2.4,9.5,2.55,0,15.35,yellow,credit card,Yorkville East,Midtown Center,Manhattan,Manhattan
2019/3/4 7:07,2019/3/4 7:27,1,4.1,16.5,1.98,0,21.78,yellow,credit card,Manhattan Valley,Midtown Center,Manhattan,Manhattan
2019/3/16 19:13,2019/3/16 19:42,1,6.13,24,0,0,27.3,yellow,cash,Union Sq,Astoria,Manhattan,Queens
2019/3/29 23:14,2019/3/29 23:20,2,0.7,6,0,0,9.8,yellow,cash,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019/3/28 3:28,2019/3/28 3:35,1,0.88,6,0,0,9.8,yellow,cash,Clinton West,Clinton East,Manhattan,Manhattan
2019/3/2 17:09,2019/3/2 17:13,6,0.53,5,1,0,9.3,yellow,credit card,East Village,Union Sq,Manhattan,Manhattan
2019/3/7 20:10,2019/3/7 20:16,1,0.48,5.5,1.86,0,11.16,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
2019/3/7 21:47,2019/3/7 22:29,1,5.9,29,6.55,0,39.35,yellow,credit card,Penn Station/Madison Sq West,East Williamsburg,Manhattan,Brooklyn
2019/3/26 13:23,2019/3/26 13:33,1,1.6,8.5,2.95,0,14.75,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
2019/3/9 2:32,2019/3/9 2:41,1,1.9,8.5,2.46,0,14.76,yellow,credit card,Little Italy/NoLiTa,Kips Bay,Manhattan,Manhattan
2019/3/17 14:35,2019/3/17 14:50,1,3.86,14.5,0,0,17.8,yellow,cash,Yorkville East,Clinton West,Manhattan,Manhattan
2019/3/6 8:30,2019/3/6 8:46,1,1.47,10.5,1,0,14.8,yellow,credit card,Kips Bay,Midtown North,Manhattan,Manhattan
2019/3/20 8:06,2019/3/20 8:13,1,0.77,6,1.86,0,11.16,yellow,credit card,Stuy Town/Peter Cooper Village,Gramercy,Manhattan,Manhattan
2019/3/12 14:43,2019/3/12 14:56,1,1.1,9,1,0,13.3,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019/3/4 15:45,2019/3/4 15:47,1,0.6,4,1.65,0,9.95,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
2019/3/10 13:48,2019/3/10 14:26,1,6.3,27,7.58,0,37.88,yellow,credit card,Penn Station/Madison Sq West,Crown Heights North,Manhattan,Brooklyn
2019/3/29 20:08,2019/3/29 20:20,1,2.3,10,0,0,13.8,yellow,cash,Garment District,Lincoln Square West,Manhattan,Manhattan
2019/3/6 16:14,2019/3/6 16:18,6,0.64,5,1.36,0,8.16,yellow,credit card,Manhattan Valley,Morningside Heights,Manhattan,Manhattan
2019/3/8 17:35,2019/3/8 17:48,3,1.76,10,0,0,14.3,yellow,cash,Times Sq/Theatre District,Murray Hill,Manhattan,Manhattan
2019/3/1 7:18,2019/3/1 7:30,1,2.06,10,0,0,13.3,yellow,cash,Kips Bay,Lenox Hill East,Manhattan,Manhattan
2019/3/27 19:46,2019/3/27 20:03,6,3.29,14,2.5,0,20.8,yellow,credit card,Midtown Center,Central Park,Manhattan,Manhattan
2019/3/16 8:17,2019/3/16 8:36,1,10.11,29,5.96,0,35.76,yellow,credit card,Brooklyn Heights,LaGuardia Airport,Brooklyn,Queens
2019/3/2 10:39,2019/3/2 10:43,1,0.52,5,1.45,0,7.25,yellow,credit card,Manhattan Valley,Bloomingdale,Manhattan,Manhattan
2019/3/5 12:16,2019/3/5 12:23,3,0.7,6.5,2.9,0,12.7,yellow,credit card,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019/3/15 0:05,2019/3/15 0:16,2,2.3,10,2.75,0,16.55,yellow,credit card,Times Sq/Theatre District,Gramercy,Manhattan,Manhattan
2019/3/20 17:49,2019/3/20 18:09,3,2.32,14,4.58,0,22.88,yellow,credit card,Times Sq/Theatre District,Upper East Side North,Manhattan,Manhattan
2019/3/28 18:32,2019/3/28 18:47,1,1.27,10.5,2.96,0,17.76,yellow,credit card,Union Sq,West Village,Manhattan,Manhattan
2019/3/29 10:52,2019/3/29 10:55,1,0.59,4,0.73,0,8.03,yellow,credit card,Kips Bay,Gramercy,Manhattan,Manhattan
2019/3/2 0:07,2019/3/2 0:10,1,0.44,4,0,0,7.8,yellow,cash,West Village,Meatpacking/West Village West,Manhattan,Manhattan
2019/3/5 23:52,2019/3/6 0:03,1,1.7,9.5,0,0,10.8,yellow,cash,Williamsburg (South Side),Bushwick North,Brooklyn,Brooklyn
2019/3/14 17:49,2019/3/14 18:19,2,3.4,19.5,0,0,23.8,yellow,cash,Union Sq,Lincoln Square West,Manhattan,Manhattan
2019/3/24 2:35,2019/3/24 2:42,1,2.4,8.5,2.46,0,14.76,yellow,credit card,Lenox Hill West,Kips Bay,Manhattan,Manhattan
2019/3/26 12:51,2019/3/26 12:57,1,0.93,5.5,1.76,0,10.56,yellow,credit card,Clinton East,East Chelsea,Manhattan,Manhattan
2019/3/30 23:37,2019/3/30 23:45,1,1,7,2.16,0,12.96,yellow,credit card,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan
2019/3/22 23:17,2019/3/22 23:24,1,1.1,6.5,0.52,0,10.82,yellow,credit card,Lower East Side,East Village,Manhattan,Manhattan
2019/3/30 20:56,2019/3/30 21:10,2,1.2,9.5,2.65,0,15.95,yellow,credit card,Meatpacking/West Village West,East Village,Manhattan,Manhattan
2019/3/13 10:02,2019/3/13 10:15,1,1.75,10,1.5,0,14.8,yellow,credit card,Gramercy,Midtown Center,Manhattan,Manhattan
2019/3/14 13:38,2019/3/14 13:56,1,1.3,11.5,2,0,16.8,yellow,credit card,Flatiron,Clinton East,Manhattan,Manhattan
2019/3/29 8:17,2019/3/29 8:22,1,0.7,5.5,0,0,8.8,yellow,cash,East Chelsea,West Village,Manhattan,Manhattan
2019/3/1 7:00,2019/3/1 7:05,1,0.86,5,1.66,0,9.96,yellow,credit card,Sutton Place/Turtle Bay North,Midtown East,Manhattan,Manhattan
2019/3/10 7:57,2019/3/10 8:02,1,1,5.5,1.75,0,10.55,yellow,credit card,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan
2019/3/3 18:15,2019/3/3 18:21,1,0.93,6,1.86,0,11.16,yellow,credit card,Greenwich Village North,East Village,Manhattan,Manhattan
2019/3/15 8:39,2019/3/15 8:48,1,1.32,7.5,1.5,0,12.3,yellow,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan
2019/3/20 14:44,2019/3/20 15:54,3,17.1,52,8,0,63.3,yellow,credit card,Chinatown,JFK Airport,Manhattan,Queens
2019/3/22 12:46,2019/3/22 13:25,3,16.33,52,0,5.76,61.06,yellow,cash,Midtown East,JFK Airport,Manhattan,Queens
2019/3/22 16:47,2019/3/22 16:47,1,0.81,66,0,0,66.8,yellow,credit card,JFK Airport,JFK Airport,Queens,Queens
2019/3/20 20:08,2019/3/20 20:13,1,0.85,5,0,0,8.8,yellow,cash,Lenox Hill West,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/23 16:03,2019/3/23 16:08,1,0.8,5.5,0,0,8.8,yellow,cash,West Village,TriBeCa/Civic Center,Manhattan,Manhattan
2019/3/6 23:08,2019/3/6 23:12,1,0.7,5,1.75,0,10.55,yellow,credit card,Clinton West,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/20 12:19,2019/3/20 12:30,2,1.9,9.5,3.2,0,16,yellow,credit card,Upper East Side South,Lincoln Square East,Manhattan,Manhattan
2019/3/31 14:20,2019/3/31 14:27,2,1.1,7,1,0,11.3,yellow,credit card,Manhattan Valley,Upper West Side South,Manhattan,Manhattan
2019/3/26 13:32,2019/3/26 13:55,2,2.11,15,0,0,18.3,yellow,cash,Financial District South,Lower East Side,Manhattan,Manhattan
2019/3/11 17:47,2019/3/11 18:06,1,2.3,13,3.45,0,20.75,yellow,credit card,Midtown Center,Greenwich Village South,Manhattan,Manhattan
2019/3/16 13:45,2019/3/16 14:38,2,20.73,52,13.82,0,69.12,yellow,credit card,JFK Airport,TriBeCa/Civic Center,Queens,Manhattan
2019/3/22 10:18,2019/3/22 10:48,2,6.7,25.5,5.75,0,34.55,yellow,credit card,Midtown East,Battery Park City,Manhattan,Manhattan
2019/3/14 0:01,2019/3/14 0:20,1,3.6,15,3.75,0,22.55,yellow,credit card,Midtown North,Little Italy/NoLiTa,Manhattan,Manhattan
2019/3/27 10:00,2019/3/27 10:10,4,0.7,7.5,2.15,0,12.95,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan
2019/3/2 14:49,2019/3/2 14:54,1,1.02,5.5,0,0,8.8,yellow,cash,Midtown East,Upper East Side North,Manhattan,Manhattan
2019/3/10 18:16,2019/3/10 18:25,1,1.81,8.5,1.77,0,13.57,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
2019/3/28 18:47,2019/3/28 18:53,3,1.06,6.5,1.08,0,11.88,yellow,credit card,Times Sq/Theatre District,Lincoln Square East,Manhattan,Manhattan
2019/3/14 20:32,2019/3/14 20:48,1,2.48,12,3.16,0,18.96,yellow,credit card,Midtown South,Upper East Side South,Manhattan,Manhattan
2019/3/4 9:09,2019/3/4 9:20,1,1.43,8.5,2.95,0,14.75,yellow,credit card,Upper West Side North,Morningside Heights,Manhattan,Manhattan
2019/3/11 9:07,2019/3/11 9:28,1,2.3,14,2.6,0,19.9,yellow,credit card,Lenox Hill East,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/29 22:32,2019/3/29 23:08,1,7.29,29.5,0,0,33.3,yellow,credit card,Flatiron,Bushwick South,Manhattan,Brooklyn
2019/3/25 9:54,2019/3/25 10:04,2,1.53,7.5,2.16,0,12.96,yellow,credit card,Upper West Side South,Clinton West,Manhattan,Manhattan
2019/3/8 9:39,2019/3/8 9:57,1,1.75,12.5,3.95,0,19.75,yellow,credit card,Upper West Side South,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/16 0:44,2019/3/16 0:51,1,0.93,6.5,0,0,10.3,yellow,cash,Midtown South,Clinton East,Manhattan,Manhattan
2019/3/27 18:35,2019/3/27 18:44,6,0.81,7.5,2.36,0,14.16,yellow,credit card,Murray Hill,Garment District,Manhattan,Manhattan
2019/3/18 17:38,2019/3/18 17:45,1,1.3,7.5,0,0,11.8,yellow,cash,Lenox Hill East,Yorkville West,Manhattan,Manhattan
2019/3/7 8:19,2019/3/7 8:41,1,1.9,14.5,3.55,0,21.35,yellow,credit card,Upper West Side South,Central Park,Manhattan,Manhattan
2019/3/9 16:42,2019/3/9 16:58,4,1.58,11.5,0,0,14.8,yellow,cash,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan
2019/3/14 16:50,2019/3/14 17:07,1,2.06,12.5,2.52,0,19.32,yellow,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan
2019/3/7 20:18,2019/3/7 20:27,1,0.51,6.5,0,0,10.3,yellow,cash,Midtown North,Midtown Center,Manhattan,Manhattan
2019/3/19 21:40,2019/3/19 22:20,1,12,39,8.55,0,51.35,yellow,credit card,Penn Station/Madison Sq West,East Williamsburg,Manhattan,Brooklyn
2019/3/16 20:59,2019/3/16 21:28,2,3.2,19,0,0,22.8,yellow,cash,Little Italy/NoLiTa,Midtown Center,Manhattan,Manhattan
2019/3/3 21:15,2019/3/3 21:40,1,2.33,16,0.01,0,19.81,yellow,credit card,Midtown South,Flatiron,Manhattan,Manhattan
2019/3/1 8:40,2019/3/1 8:53,1,1.93,10,2.66,0,15.96,yellow,credit card,Lenox Hill East,Midtown East,Manhattan,Manhattan
2019/3/1 13:07,2019/3/1 13:12,1,1.49,6.5,1.96,0,11.76,yellow,credit card,Battery Park City,Financial District South,Manhattan,Manhattan
2019/3/26 7:49,2019/3/26 8:15,1,2.83,17,4.06,0,24.36,yellow,credit card,Clinton East,Gramercy,Manhattan,Manhattan
2019/3/27 14:20,2019/3/27 14:31,3,1.46,9,2.46,0,14.76,yellow,credit card,TriBeCa/Civic Center,Union Sq,Manhattan,Manhattan
2019/3/12 16:58,2019/3/12 17:12,1,2.11,11.5,0,0,15.8,yellow,cash,Upper East Side South,East Harlem South,Manhattan,Manhattan
2019/3/15 1:36,2019/3/15 1:58,2,10.85,32.5,10.89,0,47.19,yellow,credit card,East Village,Inwood,Manhattan,Manhattan
2019/3/3 4:17,2019/3/3 4:37,1,5.27,19.5,4.66,0,27.96,yellow,credit card,Penn Station/Madison Sq West,Central Harlem,Manhattan,Manhattan
2019/3/20 18:20,2019/3/20 18:40,1,1.51,12.5,3.36,0,20.16,yellow,credit card,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
2019/3/23 6:37,2019/3/23 6:45,1,1.2,7,0,0,10.3,yellow,cash,Gramercy,Union Sq,Manhattan,Manhattan
2019/3/20 19:34,2019/3/20 20:03,1,5.07,21.5,5.16,0,30.96,yellow,credit card,Upper East Side South,Central Harlem,Manhattan,Manhattan
2019/3/24 23:19,2019/3/24 23:32,3,3.1,11.5,2.75,0,18.05,yellow,credit card,Midtown East,West Village,Manhattan,Manhattan
2019/3/18 5:05,2019/3/18 5:16,1,6.47,19,0,0,22.8,yellow,cash,Kips Bay,Columbia Street,Manhattan,Brooklyn
2019/3/20 23:17,2019/3/20 23:38,1,5.81,21,4.96,0,29.76,yellow,credit card,Little Italy/NoLiTa,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019/3/17 17:39,2019/3/17 17:51,5,2.9,11.5,3.7,0,18.5,yellow,credit card,Midtown Center,Upper West Side North,Manhattan,Manhattan
2019/3/14 11:52,2019/3/14 12:00,1,1.2,7,0,0,10.3,yellow,cash,Clinton East,Upper East Side South,Manhattan,Manhattan
2019/3/12 12:23,2019/3/12 13:09,1,10.47,40,9.81,5.76,58.87,yellow,credit card,LaGuardia Airport,East Chelsea,Queens,Manhattan
2019/3/12 12:39,2019/3/12 12:50,1,1.3,9,2,0,14.3,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan
2019/3/21 14:35,2019/3/21 15:44,1,16.99,52,7,5.76,68.06,yellow,credit card,Times Sq/Theatre District,JFK Airport,Manhattan,Queens
2019/3/11 13:33,2019/3/11 13:51,2,4.28,17,5.17,5.54,31.01,yellow,credit card,Financial District North,Park Slope,Manhattan,Brooklyn
2019/3/29 19:42,2019/3/29 19:46,2,0.51,4.5,0,0,8.8,yellow,cash,Penn Station/Madison Sq West,Flatiron,Manhattan,Manhattan
2019/3/28 21:22,2019/3/28 21:42,1,3.18,14.5,3.66,0,21.96,yellow,credit card,Midtown Center,SoHo,Manhattan,Manhattan
2019/3/7 14:10,2019/3/7 14:28,1,5.74,19,4.46,0,26.76,yellow,credit card,Financial District South,Midtown Center,Manhattan,Manhattan
2019/3/20 8:58,2019/3/20 9:11,1,1.11,9,2,0,14.3,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan
2019/3/27 14:26,2019/3/27 14:53,5,1.71,16.5,3,0,22.8,yellow,credit card,Midtown Center,Lenox Hill East,Manhattan,Manhattan
2019/3/20 18:24,2019/3/20 18:52,5,3.3,18.5,0,0,22.8,yellow,cash,Penn Station/Madison Sq West,Upper East Side North,Manhattan,Manhattan
2019/3/17 0:46,2019/3/17 0:50,0,1,5.5,1,0,10.3,yellow,credit card,Meatpacking/West Village West,Flatiron,Manhattan,Manhattan
2019/3/1 19:38,2019/3/1 20:10,2,8.7,31,10.25,5.76,51.31,yellow,credit card,LaGuardia Airport,Upper West Side North,Queens,Manhattan
2019/3/24 14:56,2019/3/24 15:16,1,3.38,14.5,0.02,0,17.82,yellow,credit card,Boerum Hill,SoHo,Brooklyn,Manhattan
2019/3/13 13:00,2019/3/13 13:12,0,1.2,8.5,2.95,0,14.75,yellow,credit card,Midtown South,Midtown Center,Manhattan,Manhattan
2019/3/9 12:32,2019/3/9 12:41,1,1.52,8,1,0,12.3,yellow,credit card,Garment District,Clinton East,Manhattan,Manhattan
2019/3/27 16:19,2019/3/27 16:40,1,2.8,15,3.85,0,23.15,yellow,credit card,Upper East Side North,Murray Hill,Manhattan,Manhattan
2019/3/8 0:34,2019/3/8 0:38,5,0.72,5,1.76,0,10.56,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
2019/3/12 10:27,2019/3/12 10:42,1,1.26,10,2.66,0,15.96,yellow,credit card,Penn Station/Madison Sq West,Kips Bay,Manhattan,Manhattan
2019/3/11 7:59,2019/3/11 8:05,1,1.6,7.5,0,0,10.8,yellow,cash,Lenox Hill East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/13 8:47,2019/3/13 9:05,1,2.3,13,0,0,16.3,yellow,cash,Flatiron,Central Park,Manhattan,Manhattan
2019/3/19 16:08,2019/3/19 16:11,5,0.68,4.5,1.76,0,10.56,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
2019/3/16 2:06,2019/3/16 2:15,1,1.8,8.5,0,0,12.3,yellow,credit card,Meatpacking/West Village West,Kips Bay,Manhattan,Manhattan
2019/3/18 22:44,2019/3/18 22:53,1,5.7,52,12.5,5.76,73.56,yellow,credit card,Steinway,East Harlem South,Queens,Manhattan
2019/3/22 7:54,2019/3/22 9:05,1,16.42,52,0,12.5,67.8,yellow,cash,JFK Airport,Murray Hill,Queens,Manhattan
2019/3/27 21:05,2019/3/27 21:11,2,0.9,5.5,0,0,9.3,yellow,cash,Upper East Side North,Lenox Hill East,Manhattan,Manhattan
2019/3/18 8:07,2019/3/18 8:12,2,0.96,5.5,0,0,8.8,yellow,cash,Clinton East,East Chelsea,Manhattan,Manhattan
2019/3/28 20:24,2019/3/28 20:33,1,0.95,7,2.16,0,12.96,yellow,credit card,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan
2019/3/19 23:30,2019/3/19 23:32,2,0,103,20.65,0,123.95,yellow,credit card,,,,
2019/3/29 17:46,2019/3/29 17:57,0,0.8,7.5,0,0,11.8,yellow,cash,Penn Station/Madison Sq West,Garment District,Manhattan,Manhattan
2019/3/13 12:09,2019/3/13 12:20,2,0.6,8,2.25,0,13.55,yellow,credit card,Midtown Center,Midtown Center,Manhattan,Manhattan
2019/3/12 7:14,2019/3/12 7:23,1,1.99,8.5,1,0,12.8,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2019/3/28 22:12,2019/3/28 22:24,3,1.44,9.5,0,0,13.3,yellow,cash,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/27 14:54,2019/3/27 15:14,1,3.9,16,4.8,0,24.1,yellow,credit card,Midtown Center,Two Bridges/Seward Park,Manhattan,Manhattan
2019/3/11 8:50,2019/3/11 9:14,1,3.2,16.5,4.95,0,24.75,yellow,credit card,Midtown South,Lenox Hill East,Manhattan,Manhattan
2019/3/7 15:09,2019/3/7 15:30,1,2.01,13.5,3.36,0,20.16,yellow,credit card,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
2019/3/23 12:48,2019/3/23 12:57,1,0.98,7.5,2.16,0,12.96,yellow,credit card,Penn Station/Madison Sq West,Gramercy,Manhattan,Manhattan
2019/3/2 15:58,2019/3/2 16:15,2,2.75,13.5,0,0,16.8,yellow,cash,Lower East Side,Midtown East,Manhattan,Manhattan
2019/3/11 14:53,2019/3/11 15:05,1,1.37,9,2.46,0,14.76,yellow,credit card,Gramercy,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/29 0:34,2019/3/29 0:50,2,3.3,13,1.5,0,18.3,yellow,credit card,East Chelsea,World Trade Center,Manhattan,Manhattan
2019/3/17 15:10,2019/3/17 15:17,1,1.49,6.5,0,0,9.8,yellow,cash,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
2019/3/6 23:57,2019/3/7 0:11,1,2.1,11,2.95,0,17.75,yellow,credit card,Times Sq/Theatre District,Union Sq,Manhattan,Manhattan
2019/3/11 17:38,2019/3/11 17:45,2,1.22,6.5,2.16,0,12.96,yellow,credit card,East Village,Murray Hill,Manhattan,Manhattan
2019/3/31 13:25,2019/3/31 13:32,2,1.12,6.5,1.96,0,11.76,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019/3/13 9:54,2019/3/13 10:03,1,1.2,7.5,2.15,0,12.95,yellow,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/4 21:24,2019/3/4 21:55,1,21.3,79.5,0,0,80.8,yellow,cash,JFK Airport,,Queens,
2019/3/26 17:27,2019/3/26 17:41,1,1.4,10.5,0,0,14.8,yellow,cash,Union Sq,Garment District,Manhattan,Manhattan
2019/3/19 14:17,2019/3/19 14:21,1,0.8,5,0,0,8.3,yellow,cash,Upper West Side North,Upper West Side South,Manhattan,Manhattan
2019/3/2 3:13,2019/3/2 3:27,1,3.39,12.5,3.26,0,19.56,yellow,credit card,West Village,Brooklyn Heights,Manhattan,Brooklyn
2019/3/24 9:54,2019/3/24 9:57,3,0.6,4.5,1.95,0,9.75,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
2019/3/17 2:11,2019/3/17 2:24,2,3.7,13.5,3.7,0,21,yellow,credit card,Garment District,Upper West Side South,Manhattan,Manhattan
2019/3/31 7:33,2019/3/31 7:35,1,0.9,4.5,0,0,7.8,yellow,cash,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
2019/3/10 17:07,2019/3/10 17:24,1,1.63,11.5,0,0,14.8,yellow,cash,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan
2019/3/25 12:26,2019/3/25 12:45,1,2.07,13.5,0,0,16.8,yellow,cash,Upper East Side North,Midtown Center,Manhattan,Manhattan
2019/3/10 22:18,2019/3/10 22:25,2,1.46,7,0,0,10.8,yellow,cash,Greenwich Village North,Kips Bay,Manhattan,Manhattan
2019/3/5 16:54,2019/3/5 17:07,1,4.7,15.5,3.95,0,23.75,yellow,credit card,Boerum Hill,Alphabet City,Brooklyn,Manhattan
2019/3/6 17:01,2019/3/6 17:14,2,1.72,10,2.86,0,17.16,yellow,credit card,Upper East Side South,Yorkville East,Manhattan,Manhattan
2019/3/15 9:38,2019/3/15 9:47,1,1.14,7.5,2.16,0,12.96,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
2019/3/22 19:21,2019/3/22 19:29,5,1.34,7,0,0,11.3,yellow,cash,Times Sq/Theatre District,Central Park,Manhattan,Manhattan
2019/3/4 18:31,2019/3/4 18:43,1,1.35,9.5,2.76,0,16.56,yellow,credit card,Midtown East,Garment District,Manhattan,Manhattan
2019/3/10 14:02,2019/3/10 14:11,2,1.18,7.5,2.16,0,12.96,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2019/3/17 9:43,2019/3/17 9:54,1,1.5,9.5,2,0,14.8,yellow,credit card,Gramercy,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019/3/9 19:54,2019/3/9 20:17,1,6.15,21,0,0,24.3,yellow,cash,Kips Bay,Fort Greene,Manhattan,Brooklyn
2019/3/25 6:03,2019/3/25 6:31,1,10.43,27.95,0,5.76,34.51,yellow,credit card,Marine Park/Mill Basin,TriBeCa/Civic Center,Brooklyn,Manhattan
2019/3/31 20:56,2019/3/31 21:02,1,1.08,6.5,2.06,0,12.36,yellow,credit card,Upper West Side North,Morningside Heights,Manhattan,Manhattan
2019/3/5 13:30,2019/3/5 13:42,1,1.53,9,2.46,0,14.76,yellow,credit card,Kips Bay,Midtown Center,Manhattan,Manhattan
2019/3/12 12:02,2019/3/12 12:15,1,1.86,10,2.66,0,15.96,yellow,credit card,Yorkville East,Upper East Side South,Manhattan,Manhattan
2019/3/13 14:51,2019/3/13 15:02,1,3.16,11.5,0,0,12.3,yellow,cash,Hamilton Heights,Manhattan Valley,Manhattan,Manhattan
2019/3/26 22:21,2019/3/26 22:24,0,0.4,4,1,0,6.3,yellow,credit card,East Harlem South,East Harlem South,Manhattan,Manhattan
